a,NESSUS Plugin,Asuria Name,Qualis ID,Acunetix ID,Scuba ID,Paginas de ejemplo de XAMPP,Descripción,Solución,Workaround,Categoría,Efecto,Prioridad,CVSS,Plataforma,Subplataforma,CVE,Referencias,Exploit,Estado,Patrones,Revisada,Severidad,
,39791,,,,,MS09-028: Vulnerabilidades en  Microsoft DirectShow podrían permitir ejecución remota de código (971633),El componente DirectShow incluido con la versión de Microsoft DirectX instalada en el sistema remoto sufre de múltiples vulnerabilidades que pueden permitir la ejecución remota de código al procesar un paquete malicioso de QuickTime.,"Aplicar los parches correspondientes según la versión del sistema operativo: 

http://www.microsoft.com/technet/security/Bulletin/MS09-028.mspx

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft Windows,,CVE-2009-1537 CVE-2009-1538 CVE-2009-1539,,,Por Validar,,,,
,39795,,,,,MS09-033: Vulnerabilidades en Virtual PC y Virtual Server podrían permitir elevación de privilegios (969856),La versión de Virtual PC o Virtual Server en el sistema remoto falla al validar los niveles de privilegios al ejecutar instrucciones específicas en el Virtual Machine Monitor.   Un atacante dentro del sistema operativo  podría elevar sus privilegios y ejecutar comandos sobre el sistema operativo host.,"Microsoft ha publicado un conjunto de parches para Virtual PC 2004 y 2007 al igual que Virtual Server 2005:

http://www.microsoft.com/technet/security/Bulletin/MS09-033.mspx

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.2 (CVSS2#AV:L/AC:L/Au:N/C:C/I:C/A:C),Microsoft VirtualPC,,CVE-2009-1542,,,Por Validar,,,,
,40330,,,,,NSClient Contraseña por defecto,"El agente de monitoreo remoto de NSClient el cual es un addon de Nagios es usado para monitorear equipos Windows, se encuentra configurado con una contraseña por defecto. ",Establecer una nueva contraseña para el servicio NSClient acorde a la política de la organización.,,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Nagios,,,,,Por Validar,,,,
,40407,,,,,MS09-034: Parches Acumulativos de Actualizaciones de Seguridad para Internet Explorer (972260),La versión de IE en el sistema remoto  afectada por diversas vulnerabilidades que pueden permitir a un atacante ejecutar código de manera arbitraria sobre el sistema afectado.,"Microsoft ha liberado un conjunto de parches para Windows 2000, XP 2003, Vista y 2008: 

http://www.microsoft.com/technet/security/Bulletin/MS09-034.mspx

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft Windows,,CVE-2009-1917 CVE-2009-1918 CVE-2009-1919,,,Por Validar,,,,
,40434,,,,,Adobe Flash Player < 10.0.32.18 / 9.0.246.0 (APSB09-10) Múltiples Vulnerabilidades,"La versión de Adobe Flash Player en el sistema remoto es susceptible a múltiples vulnerabilidades relacionadas a corrupción de memoria (CVE-2009-1862), ejecución de código(CVE-2009-1863), (CVE-2009-1864), (CVE-2009-1865), (CVE-2009-1866),  (CVE-2009-1868), (CVE-2009-1869) y clickjacking (CVE-2009-1867),.","Actualizar a Adobe Flash Player versión 10.0.32.18 o superior.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Adobe Flash,,CVE-2009-1862 CVE-2009-0901 CVE-2009-2395 CVE-2009-2493 CVE-2009-1863 CVE-2009-1864 CVE-2009-1865 CVE-2009-1866 CVE-2009-1867 CVE-2009-1868 CVE-2009-1869 CVE-2009-1870,http://www.adobe.com/support/security/bulletins/apsb09-10.html,,Por Validar,,,,
,40467,,,,,Apache 2.x < 2.2.12 Múltiples Vulnerabilidades,"La versión de Apache en el sistema remoto es inferior a 2.2.12, esta versión es susceptible a diversas vulnerabilidades que podrían permitir a un atacante el acceso a información sensible (CVE-2009-1890), evasión de restricciones de seguridad (CVE-2009-1195) y denegación de servicio(CVE-2009-0023), (CVE-2009-1956).","Actualizar a Apache 2.2.14 o superior. 
http://httpd.apache.org/

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 4.6 (CVSS2#AV:L/AC:L/Au:N/C:P/I:P/A:P),"Apache HTTPD
IBM HTTP Server",,CVE-2009-0023 CVE-2009-1191 CVE-2009-1195 CVE-2009-1890 CVE-2009-1891 CVE-2009-1955 CVE-2009-1956,http://httpd.apache.org/security/vulnerabilities_22.html,,Por Validar,,,,
,40564,,,,,MS09-039: Vulnerabilidad en WINS  puede provocar ejecución de código (969883),Es posible ejecutar código de manera arbitraria a través del servicio WINS debido a diversos problemas de seguridad que pueden ocasionar que un atacante ejecute código arbitrario en el equipo remoto.,"Aplicar los parches correspondientes según la versión del sistema operativo: 

http://www.microsoft.com/technet/security/Bulletin/MS09-039.mspx

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,Alta / CVSS Base Score : 10.0 (CVSS2#AV:N/AC:L/Au:N/C:C/I:C/A:C),Microsoft Windows,,CVE-2009-1923 CVE-2009-1924,,,,,,,
,40662,,,,,DB2 8.1 < 8.1 FixPack 18 Múltiples Vulnerabilidades,"La versión de DB2 en el sistema remoto es susceptible a múltiples vulnerabilidades relacionadas a denegación de servicio (IZ52433), elevación de privilegios (IZ34149) y acceso a información sensible (IZ40343).","Actualizar a DB2 UDB Versión 8.1 FixPak 18 o superior.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),IBM DB2,,,"http://www-01.ibm.com/support/docview.wss?rs=71&uid=swg21255352
http://www-1.ibm.com/support/docview.wss?uid=swg1IZ34149
http://www-1.ibm.com/support/docview.wss?uid=swg1IZ52433
http://www-1.ibm.com/support/docview.wss?uid=swg1IZ35635",,Por Validar,,,,
,40888,,,,,MS09-045: Vulnerabilidad en Jscript Scripting Engine que permite ejecución remota de código (971961),La versión de Microsoft Windows en el equipo remoto sufre de una falla en su motor de JScript Scripting. Un atacante puede aprovechar esto para ejecutar código en el equipo remoto al construir un programa JScript malicioso y engañando al usuario para que visite un sitio web o visualice un correo electrónico que lo contenga.,"Aplicar los parches correspondientes según la versión del sistema operativo:

http://www.microsoft.com/technet/security/Bulletin/MS09-045.mspx

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de Sistema Operativo,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft Windows,,CVE-2009-1920,,,Por Validar,,,,
,41014,,,,,PHP < 5.2.11 Múltiples Vulnerabilidades,"La versión de PHP en el sistema remoto es inferior a 5.2.11, esta versión es afectada por múltiples problemas relacionados a la validación de certificados y entradas del usuario que pueden ocasionar ataques del tipo XSS (cross-site scripting), SQLinjection(bug#49687) y  denegación de servicio(Bug#44683).","Actualizar a PHP versión 5.2.11 o superior. http://www.php.net/downloads.php

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),PHP,,,"http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11",,Por Validar,,,,
,41057,,,,,IBM WebSphere Application Server < 6.1.0.27 Múltiples Vulnerabilidades,"La versión de IBM WebSphere Application Server 6.1 antes del parche Fix Pack 27 en el sistema remoto, es susceptible a múltiples vulnerabilidades relacionadas a la ejecución remota de código, XSS (cross-site scripting) (PK78917), evasión de seguridad (PK83258), acceso no autorizado(PK83308), acceso a información sensible y denegación de servicio (PK88341),(PK88342),(PK91709).","Aplicar el Fix Pack 27 (6.1.0.27) o superior.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),IBM WebSphere,,CVE-2009-0023 CVE-2009-1955 CVE-2009-2091 CVE-2009-2742 CVE-2009-2743 CVE-2009-2744 CVE-2009-3106,,,Por Validar,,,,
,42256,,,,,Libre Acceso  a recursos Compartidos de NFS,"Los recursos NFS en el sistema remoto no tienen restricciones de acceso por nombre de equipo, direcciones IP o rango de direcciones IP.","Validar el acceso a los recursos compartidos vía NFS, se recomienda que estos cuenten con permisos específicos y restricciones de acceso.
http://www.tldp.org/HOWTO/NFS-HOWTO/security.html
",,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),General,,,"
http://www.tldp.org/HOWTO/NFS-HOWTO/security.html
",,Por Validar,,,,
,42263,,,,,Servicio Telnet,"El sistema remoto está ejecutando el servicio telnet. Este servicio es usado para la administración remota de equipos. La arquitectura de este servicio, lo hace inseguro ya que la comunicación en el cliente y el servidor se lleva a cabo sin ningún cifrado, esto lo hace propenso a ataques de robo de sesión, el cual permite tomar control total del sistema.","Validar el uso del servicio, en caso de no ser necesario, consultar al fabricante sobre la des habilitación del servicio, si es requerido entonces establecer un filtrado para la conexión al puerto/servicio.",,Configuración por defecto,,Baja,Baja / CVSS Base Score : 2.6 (CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N),General,,,,,Por Validar,,,,
,42340,,,,,Adobe ColdFusion <= 8.0.1 Múltiples Vulnerabilidades del tipo XSS (cross-site scripting),"La versión de Adobe ColdFusion ejecutándose en el sistema remoto es vulnerable a múltiples ataques de XSS (cross-site scripting) sobre '_logintowizard.cfm' y 'index.cfm', los cuales no validan adecuadamente las peticiones en los URL; esto puede resultar en la inyección de código HTML o script. Un atacante remoto puede explotar esto para conducir un ataque al engañar al usuario para que acceda a un URL malicioso.","Aplicar los parches referidos por el fabricante según la versión afectada del producto.
http://www.adobe.com/support/security/bulletins/apsb09-12.html

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 4.3 (VSS2#AV:N/AC:M/Au:N/C:N/I:P/A:N),Abode ColdFusion,,CVE-2009-1872 CVE-2009-1875,"http://www.dsecrg.com/pages/vul/show.php?id=122
http://archives.neohapsis.com/archives/bugtraq/2009-08/0130.html
",,,,,,
,42411,,,,,Acceso a recursos compartidos,"Es posible acceder a los recursos compartidos vía SMB con las credenciales provistas. Dependiendo de los permisos, esto puede permitir a un atacante leer/escribir información confidencial.","Establecer permisos específicos de acceso, lectura y escritura para cada usuario que requiera utilizar los recursos.

",,Mala Configuración,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),Microsoft Windows,,CVE-1999-0519 CVE-1999-0520,,,,,,,
,42824,,,,,IBM Tivoli Storage Manager (swg21405562)  Múltiples vulnerabilidades en el cliente,"La versión del cliente de IBM Tivoli Storage Manager (TSM) es susceptible a múltiples vulnerabilidades referentes a ejecución remota de código (CVE-2009-3853), (CVE-2009-3854), acceso no autorizado (CVE-2009-2855) y acceso a información sensible.","Actualizar a la versión mas resiente el software Tivoli Storage Manager Client.

http://www-01.ibm.com/support/docview.wss?uid=swg21405562

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta actualización de aplicación,,Alta,Alta / CVSS Base Score : 10.0 (CVSS2#AV:N/AC:L/Au:N/C:C/I:C/A:C),IBM Tivoli,,CVE-2009-3853 CVE-2009-3854 CVE-2009-3855,,,,,,,
,42873,,,,,Uso de llaves débiles para cifrado SSL,El sistema remoto soporta el uso de llaves SSL débiles (56bits >= 112bits) que ofrecen un cifrado débil para la comunicación de los datos.,"Deshabilitar el protocolo SSLv2 y habilitar SSLv3 o TLSv1

Cambiar las siguientes opciones en el archivo /etc/httpd/conf.d/ssl.conf

• SSLProtocol -ALL +SSLv3 +TLSv1

Cambiar las opciones, utilizar el siguiente comando desde la línea de comandos y asegurarse de que resulte en un error

 1. #openssl s_client –ssl2 –connect virtualhost:443

Después ejecutar el siguiente comando:

 2. #openssl s_client –ssl3 –connect virtualhost:443
    O
 3. #openssl s_client –tls1 –connect virtualhost:443

Esto es para asegurarse que los sitios trabajan correctamente con SSLv3 o TLSv1.

Para poder realizar estos cambios es necesario acceder al servidor como súper usuario.
",,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Apache,,,,,Por Validar,,,,
,42880,,,,,Renegociación de conexiones TLS / SSL,"La implementación de los protocolos TLS y SSL utilizados por el servidor web, falla al asociar la renegociación de handshakes de una conexión preexistente,  lo que puede permitir a un atacante realizar un ataque de hombre en medio (man-in-the-middle) para insertar datos en las sesiones HTTPS y posiblemente sustraer datos transmitidos en el canal seguro, al enviar una petición no autenticada que es procesada retroactivamente por el servidor en una post renegociación del contexto de la conexión original, generando un ataque de inyección de texto plano ""plaintext injection attack"", comúnmente conocido como problema del ""Project Mogul"".","Actualizar, el servidor web y las librerías relacionadas con SSL asociadas a la ultima versión disponible. 

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Baja,Baja / CVSS Base Score : 2.6 (CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N),General,,CVE-2009-3555,"http://extendedsubset.com/?p=8
http://www.ietf.org/mail-archive/web/tls/current/msg03948.html
http://www.kb.cert.org/vuls/id/120541
http://www.g-sec.lu/practicaltls.pdf
https://svn.resiprocate.org/rep/ietf-drafts/ekr/draft-rescorla-tls-renegotiate.txt",,Por Validar,,,,
,42880,,,,,Renegociación de conexiones TLS / SSL,"La implementación de los protocolos TLS y SSL utilizados por el servidor web, falla al asociar la renegociación de handshakes de una conexión preexistente,  lo que puede permitir a un atacante realizar un ataque de hombre en medio (man-in-the-middle) para insertar datos en las sesiones HTTPS y posiblemente sustraer datos transmitidos en el canal seguro, al enviar una petición no autenticada que es procesada retroactivamente por el servidor en una post renegociación del contexto de la conexión original, generando un ataque de inyección de texto plano ""plaintext injection attack"", comúnmente conocido como problema del ""Project Mogul"".","Actualizar a OpenSSL 0.9.8l y esperar a que esté disponible la actualización a OpenSSL 0.9.8m debe corregir el problema de forma definitiva. 

Si no es posible aplicar la actualización, asegurarse de establecer como single la opción de 'SSLClient requiere' y remover cualquier otra directiva de renegociación en la configuración de VirtualHost/Sever de Apache en el archivo httpd.conf o equivalente.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Baja,Baja / CVSS Base Score : 2.6 (CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N),Apache HTTPD,,CVE-2009-3555,"http://extendedsubset.com/?p=8
http://www.ietf.org/mail-archive/web/tls/current/msg03948.html
http://www.kb.cert.org/vuls/id/120541
http://www.g-sec.lu/practicaltls.pdf
https://svn.resiprocate.org/rep/ietf-drafts/ekr/draft-rescorla-tls-renegotiate.txt",,Por Validar,,,,
,42880,,,,,Renegociación de conexiones TLS / SSL,"La implementación de los protocolos TLS y SSL utilizados por el servidor web, falla al asociar la renegociación de handshakes de una conexión preexistente,  lo que puede permitir a un atacante realizar un ataque de hombre en medio (man-in-the-middle) para insertar datos en las sesiones HTTPS y posiblemente sustraer datos transmitidos en el canal seguro, al enviar una petición no autenticada que es procesada retroactivamente por el servidor en una post renegociación del contexto de la conexión original, generando un ataque de inyección de texto plano ""plaintext injection attack"", comúnmente conocido como problema del ""Project Mogul"".","Actualizar, el servidor WEB a la versión 6.1 o 7 y verificar que se tengan aplicados los últimos parches (Fix Pack). Validar con el fabricante el estado y afectación de su producto, así como las soluciones y/o workaround disponibles.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Baja,Baja / CVSS Base Score : 2.6 (CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N),IBM WebSphere,,CVE-2009-3555,"http://extendedsubset.com/?p=8
http://www.ietf.org/mail-archive/web/tls/current/msg03948.html
http://www.kb.cert.org/vuls/id/120541
http://www.g-sec.lu/practicaltls.pdf
https://svn.resiprocate.org/rep/ietf-drafts/ekr/draft-rescorla-tls-renegotiate.txt",,Por Validar,,,,
,43156,,,,,NTP ntpd en Mode 7 es vulnerable a Denegación de Servicio Remoto ,"La versión de ntpd que se ejecuta en el sistema remoto es susceptible a una denegación de servicio, por una falla en el manejo de errores que pueden permitir a un atacante agotar los recursos del sistema al generar un mensaje de error con contenido malformado.","Actualizar a NTP 4.2.4p8 o superior.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 4.6 (CVSS2#AV:L/AC:L/Au:N/C:P/I:P/A:P),Unix,,CVE-2009-3563,"https://support.ntp.org/bugs/show_bug.cgi?id=1331
http://www.nessus.org/u?3a07ed05",,Por Validar,,,,
,43351,,,,,PHP < 5.2.12 Múltiples Vulnerabilidades,"La versión de PHP en el sistema remoto es afectada por múltiples vulnerabilidades referentes a la evasión de restricciones de seguridad (CVE-2009-3557), (CVE-2009-3558)  y denegación de servicio (CVE-2009-4017).","Actualizar a PHP versión 5.2.12 o superior.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 6.8 (CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:P),PHP,,CVE-2009-3557 CVE-2009-3558 CVE-2009-4017 CVE-2009-4142 CVE-2009-4143,,,,,,,
,44588,,,,,IBM WebSphere Application Server 6.0 < 6.0 Fix Pack 39 Múltiples Vulnerabilidades,La versión de IBM WebSphere Application Server 6.0 en el sistema remoto es inferior a Fix Pack 39 para 6.0.2 esta versión es afectada por múltiples vulnerabilidades de XSS (cross-site scripting) (PK87176) y obtención de información sensible (PK91414).,"Aplicar Fix Pack 39 para versión 6.0.2 (6.0.2.39) o superior.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),IBM WebSphere,,"
CVE-2009-2747",,,Por Validar,,,,
,10262,,,,,Relay permitido en Open Mail ,"El servidor remoto esta utilizando SMTP el cual permite retransmitir correos. Esta vulneranerabilidad permite a un usuario malicioso enviar correo electrónico masivo (SPAM), consumiendo los recursos del sistema afectado y de la red donde se encuentra localizado. ","Reconfigurar el servidor de SMTP para impedir retransmisiones de correo en un servidor virtual de Protocolo simple de transferencia de correo (SMTP, Simple Mail Transport Protocol) de Servicios de Internet Information Server (IIS). Como impedir que el servidor virtual SMTP de IIS retransmita mensajes de correo electrónico
Inicie el Administrador de servicios de Internet Information Server o abra el complemento Servicios de Internet Information Server (IIS).
Expanda nombreServidor, donde nombreServidor es el nombre del servidor, haga clic con el botón secundario en Servidor virtual SMTP predeterminado y, a continuación, haga clic en Propiedades.
Haga clic en la ficha Acceso y, después, en Control de acceso, haga clic en Autenticación.
Active una o las dos casillas de verificación Autenticación básica y Autenticación de Windows integrada, desactive la casilla de verificación Acceso anónimo (si está activada) y, después, haga clic en Aceptar. 

Al hacer esto, se requiere autenticación para poder obtener acceso al servidor virtual SMTP. En tal caso, si el usuario o equipo no se autentica correctamente, no puede enviar correo al servidor. 

NOTA: si activa la casilla de verificación Acceso anónimo y no activa las casillas de verificación Autenticación básica y Autenticación de Windows integrada, todos los usuarios y equipos son capaces de obtener acceso al servidor virtual SMTP. 

Así se deshabilita la autenticación. 

En Restricciones de retransmisión, haga clic en Retransmisión.

Observe las opciones disponibles en el cuadro de diálogo Restricciones de retransmisión. De forma predeterminada, la opción ""Sólo los de la lista siguiente está activada"" y la lista está en blanco. Asimismo, la opción ""Permitir la retransmisión a todos los equipos autenticados correctamente"", independientemente de la lista anterior está activada. Con esta característica, los usuarios y equipos que pueden autenticarse en el servidor pueden retransmitir a través de él. Queda bloqueado el acceso de todos los equipos, excepto aquellos que cumplan con los requisitos de autenticación que usted configuró anteriormente en el cuadro de diálogo Autenticación de la ficha Acceso. 

Tenga en cuenta que si sólo permite el acceso anónimo, el servidor no puede autenticar a usuarios o equipos.
Haga clic en Agregar y, después, realice unos de los pasos siguientes para agregar un solo equipo, un grupo de equipos o un dominio: 
Haga clic en Un único equipo.
Escriba la dirección IP del equipo que desee en el cuadro Dirección IP y, después, haga clic en Aceptar.
Haga clic en Grupo de equipos.
Escriba la dirección de subred y la máscara de subred del grupo en los cuadros correspondientes y, a continuación, Haga clic en Aceptar.
Haga clic en Dominio.
Escriba el nombre de dominio que desee en el cuadro Nombre y, a continuación, haga clic en Aceptar.
Si no desea agregar un equipo, grupo de equipos o dominio, Haga clic en Cancelar.
Haga clic en Aceptar y, de nuevo, en Aceptar.
",,Configuración por defecto,,Alta,Alta / CVSS Base Score : 7.8 (CVSS2#AV:N/AC:L/Au:N/C:N/I:N/A:C),Microsoft Windows,,"CVE-1999-0512  CVE-2002-1278  CVE-2003-0285 
BID : 6118 7580  8196 OSVDB:6066  OSVDB:7993",,,,,,,
,17636,,,,,Inyección de URL en servidor Web,"El servicio de Microsoft Outlook Web Access 2003, se esta ejecutando con una versión que es vulnerable a inyección de URL, que permite a un atacante remoto redirigir a un usuario a otro sitio falso o apócrifo, para capturar información relevante o sensitiva, haciendo que parezca como si fuera parte del contenido del portal. ","Esta vulnerabilidad se detectó con respecto al banner de la aplicación, y hasta el momento el fabricante no ha publicado un parche o solución. Se recomienda utilizar un firewall aplicativo y si es posible, actualizar a Microsoft outlook Web Access 2007. ",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 4.3 (VSS2#AV:N/AC:M/Au:N/C:N/I:P/A:N),Microsoft Exchange Server,,CVE-2005-0420,http://exploitlabs.com/files/advisories/EXPL-A-2005-001-owa.txt,,,,,,
,34850,,,,,Servicio Web permite transmisión de credenciales en texto claro,"El servicio Web contiene páginas que no están protegidas por algún método de autenticación. 
Un atacante remoto podría capturar información sensible como nombres de cuenta de usuario y contraseñas.","Asegurarse de utilizar un método de autenticación y que sea transmitido por HTTPS, que implementa un canal cifrado a las comunicaciones.",,Configuración por defecto,,Baja,Baja / CVSS Base Score : 2.6 (CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N),Linux,,,,,,,,,
,31705,,,,,SSL Soporte de cifrado anónimo  ,"El servicio, soporta el uso de cifrado anónimo a través de SSL. Aunque las comunicaciones están cifradas, el uso de certificados no válidos, pueden dificultar la detección de ataques de hombre en medio, ya que no están validados por una autoridad certificadora. ","Si es posible reconfigure la aplicación con un certificado emitido por una autoridad certificadora válida, de lo contrario mantenga una lista de acceso para autenticar los accesos al portal, por cuentas de usuario legítimas o por dirección IP, en el firewall de perímetro.",,Mala configuración,,Media,Media / CVSS Base Score : 4.3 (VSS2#AV:N/AC:M/Au:N/C:N/I:P/A:N),Linux,,,http://www.openssl.org/docs/apps/ciphers.html,,,,,,
,17322,,,,,Apache Tomcat Denegación de servicios remota a través de paquetes malformados,"De acuerdo al banner del servicio la versión de Apache Tomcat puede sufrir una condición de denegación de servicio, cuando procesa paquetes malformados en peticiones AJP12. Un atacante remoto puede hacer que el servicio no responda. Para mayor información revisar el siguiente documento: http://www.kb.cert.org/vuls/id/JGEI-6A2LEF","Actualizar a versión de Apache Tomcat 5.x o superior.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Unix,,CVE-2005-0808,http://www.kb.cert.org/vuls/id/JGEI-6A2LEF,,,,,,
,11058,,,,,Exposición de información remota en RPC  rusers,"El servicio de rusers expone información sensible de las cuentas de usuario. La información de estas sesiones se transmite en texto claro y puede ser capturada por un analizador de protocolos (sniffer), permitiendo a un atacante remoto obtener acceso no autorizado al sistema.","Deshabilitar el servicio si no es necesario. Utilizar en su defecto el servicio de SSH, que provee un canal de cifrado a la transmisión de información y además permite la creación de listas de control de acceso por nombre de usuario o dirección IP.",,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Unix,,CVE-1999-0626,,,,,,,
,10073,,,,,Finger redirección arbitraria de peticiones recursivas ,"El servicio finger acepta la redirección de peticiones hacia otros servidores pertenecientes a la red, utilizando el formato: finger user@host@victim
Permitiendo a un atacante remoto poder enumerar las cuentas de usuario de los dispositivos alcanzables en la infraestructura de red. Este tipo de peticiones pueden causar una condición de denegación de servicio sobre el host remoto.","Deshabilitar el servicio sino es necesario, comentando la línea: finger, en el archivo de configuración: /etc/inetd.conf, reiniciando el servicio de inetd.",,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Unix,,"CVE-1999-0105, CVE-1999-0106
",,,,,,,
,10823,,,,,La variable local  UseLogin en openSSH permite la ejecución de comandos,"Versiones  de OpenSSH anteriores a 3.0.2, son vulnerables debido a que una variable exportada pueda permitir a un usuario local, ejecutar comandos con 
privilegios de root. Este problema sólo afecta a las versiones anteriores a 3.0.2, y cuando la función UseLogin está habilitada  (normalmente deshabilitado por defecto).","Actualizar a la versión más reciente de OpenSSH 3.0.2 o aplicar los parches para la versión instalada.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.

Referencias: ftp://ftp.openbsd.org/pub/OpenBSD/OpenSSH",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.2 (CVSS2#AV:L/AC:L/Au:N/C:C/I:C/A:C),Linux,,CVE-2001-0872,ftp://ftp.openbsd.org/pub/OpenBSD/OpenSSH,,,,,,
